"id","question_id","locale","text"
"abd5b3a5-7993-43da-ae34-3566d33b3fe4","2078cf02-f3f7-4a90-957b-4bf990772a0d","tr","Java'da 'protected' erişim belirleyicisi neye izin verir?"
"be4b5026-959c-45f9-96c6-fe46e794c711","7fbca004-7bbb-47bd-8d6a-34d2b27f7d31","tr","ArrayList ile LinkedList arasındaki temel fark nedir?"
"905a6eba-0974-4bd0-8009-58ff0db07572","9163a4f2-318f-4281-9d9b-4a7bce962135","tr","HashMap'te anahtarların benzersizliği nasıl sağlanır?"
"b92eb1cb-9142-4d83-b51c-2f6c22afd335","92d792b9-62f3-4ad9-a2a8-13abca3a4bb9","tr","Hangi koleksiyon interface'i yinelenen elemanlara izin vermez?"
"4261bde2-84bd-4d73-9daa-a265533d5b46","835abfa7-e50c-4e8c-9d02-7816ab708939","tr","TreeMap elemanları nasıl saklar?"
"6d8ba280-1843-437e-b00b-60e168958471","85ca412c-ffbd-497c-85d0-99b7982720dc","tr","Iterator ile ListIterator arasındaki fark nedir?"
"aacaa1f4-14d1-4ba3-a7d4-4e76bcf0594b","dc61177e-dcac-4232-a2f1-621e1f3421a7","tr","ConcurrentModificationException ne zaman oluşur?"
"3e6b9c1b-9350-4167-afcf-2ccf88dbee1b","f6b0f254-a1da-405b-9f19-73f4da08ecab","tr","PriorityQueue elemanları nasıl sıralar?"
"77946f5d-5cc9-4d8b-ae27-e0a291a2148c","7a63d6b4-fd7d-4152-8592-f0944ca19bf0","tr","Collections.unmodifiableList() ne yapar?"
"00262ff2-519e-4319-9116-b2e56a2d2c7d","ec9890d4-0fe4-4552-b1dd-6f94146d1a22","tr","LinkedHashMap, HashMap'ten nasıl farklıdır?"
"5a5e235c-1756-4d66-acf9-78aae101b2a0","fac52381-7460-4643-877d-bad754073e2c","tr","Comparable ile Comparator interface'leri arasındaki fark nedir?"
"d79ec975-6156-41a6-8cc0-2ed9495814b5","c70852e6-cda4-4359-af4f-ef3a2d3ed256","tr","HashSet'in iç implementasyonu neye dayanır?"
"24ac42b7-4301-4fe7-b739-11d0cc1e6e80","4107d93c-0027-4daf-8fe4-31677511ddd6","tr","Deque interface'i neyi temsil eder?"
"dff13015-6991-4bcf-866b-9a8a41aab153","4c73befc-9ec5-4f85-8fbc-561024f831e2","tr","Vector ile ArrayList arasındaki fark nedir?"
"bb8e1764-9168-4e6c-bbf1-82b256aa31fc","e1b56987-3110-477b-b7ee-02d6c6ed0436","tr","EnumMap nedir?"
"0a4df0aa-620f-47f6-becc-0f9b174cbdd3","859a6cae-6042-47e0-a8b3-ddcc1ff8d076","tr","Collections.sort() metodu hangi algoritmayı kullanır (nesneler için)?"
"23fef353-aebc-4ecf-af43-ce28e92f2ba5","88949631-e057-4d9e-b7e2-29ad90b3338d","tr","NavigableMap interface'i neyi sağlar?"
"72587554-24b5-4d70-9487-852ea06c484e","7c765927-1ab5-4da4-aae3-ae4b85841665","tr","Koleksiyonda fail-fast iterator ne demektir?"
"a0edd44f-dea7-4f84-836d-cd2b27095d95","7ccd3ef4-d7ef-4441-ac6c-7f113d490c58","tr","Arrays.asList() metoduyla oluşturulan List'in boyutu değiştirilebilir mi?"
"49874c95-35f1-410b-95d0-1f375c5e2620","77a7a37a-257d-44e2-b05d-80a5bf2ebfce","tr","Java'da Stack sınıfı hangi sınıfı extend eder?"
"04149f8d-f255-4a90-bcbe-5c5e5181f17e","f4b0c511-afec-4faa-b92c-54b596c80393","tr","Java'da Map interface'i Collection interface'ini extend eder mi?"
"18f93a53-c450-4708-ae5d-544c9757d8f5","03daffab-8e26-4d9c-a234-52900382ce52","tr","Java'da String neden immutable'dır?"
"63daaf81-5390-4921-8007-31016ce5a632","df2ff622-1edc-4e29-9eef-e84f543e9404","tr","String, StringBuilder ve StringBuffer arasındaki fark nedir?"
"ce571290-3b4e-4433-bd37-03edda3de5c5","97fa681d-4b82-4245-897f-a089e1cb9585","tr","'==' operatörü ile .equals() metodu String'ler için neden farklıdır?"
"455fdca2-c16e-4d5c-9798-18c334cac54c","137b93af-e85b-4942-b634-1e5b1c049b0b","tr","String Pool nedir?"
"00e7fcb6-c7d0-4254-af8d-a7aa91c01c4b","cd7f1dd7-618a-4328-af6a-f10d8f24f793","tr","intern() metodu ne yapar?"
"4f47e55a-5502-4dc1-9d4d-71dbf150a449","b9fa1abe-d7d4-4a65-80b8-51001d2e02a8","tr","String.format() metodunun amacı nedir?"
"4dcd8799-55f0-4fa4-b34e-9cdae5867759","fd1d6bd3-3226-42b3-b754-1fa1bea31a2f","tr","StringBuilder'ın append() metodu ne yapar?"
"5ac505d6-69aa-49b6-b73c-5a82c1493b72","455ece0e-5c88-4810-a103-b5f95f5c2a09","tr","String.split() metodu ne döndürür?"
"9cde6d3d-1655-47f2-871e-619fa1397f09","e4bc668e-1552-4e85-bdad-95b2ec91c05a","tr","String.valueOf() metodunun amacı nedir?"
"b2aeda2e-8d94-4a91-a2e2-30919f6ae7e4","47154018-b0fd-47ae-851b-8ae9ecae6bc5","tr","StringBuilder'ın başlangıç kapasitesi (capacity) kaçtır (varsayılan constructor ile)?"
"df80cc70-0655-4d3b-9183-d5ffb1f99ab0","d450f3f6-af07-4692-af2d-ad93559a42ca","tr","String'in immutable olması hash tabanlı koleksiyonlarda (HashMap anahtarı) neden avantajdır?"
"aa649f53-273e-4d2c-9c77-35ead7b954bd","d7ec3297-13d7-494b-8f1a-2ce21bc8b138","tr","String.equalsIgnoreCase() metodu ne yapar?"
"2a9fdc1b-c137-4f75-94db-7dfc4d58519e","dafb4b36-efe9-4a17-8ad4-404e92ee2c33","tr","compareTo() metodu String'ler için neye göre karşılaştırma yapar?"
"2b3b1108-a63c-4fcd-b663-e4f9f5bb154b","33866c4e-86c8-4705-8512-2cbd6adaad42","tr","Text Block (Java 15+) string immutability'sini değiştirir mi?"
"43257b5a-9025-4826-904e-9cc5f3cf2be9","a79c1ce5-2719-4816-90c4-4f480cea74a1","tr","StringBuilder'ın reverse() metodu ne yapar?"
"b6984ac1-b18c-483c-8ce2-fd4c4ab4560c","aab43628-711f-4b78-a9b2-2963d91a8b93","tr","String karşılaştırmasında neden '==' yerine equals() kullanılmalıdır?"
"23561fda-cff5-4d24-a119-05b9ad6ba5bf","f6a4f4f9-7871-4ad0-bfff-425b2d98994c","tr","CharSequence interface'i hangi sınıflar tarafından implement edilir?"
"78b953b1-8d82-40b6-ac95-1421fd690cce","970ed806-e15e-45ad-bd7b-7cc7f611eda4","tr","String.trim() ile String.strip() (Java 11+) arasındaki fark nedir?"
"5dc97eb2-c113-46a6-9e71-81758758ee5e","7a86a0a1-eff9-4ce6-88b3-48da5f71f856","tr","String'in hashCode() metodu neden önbelleğe alınır (cache edilir)?"
"a6578c86-7c59-44d5-961a-02726b1fd12d","2464ca4a-8cce-40f1-bd6b-7b4eba3623e8","tr","String.chars() metodu (Java 8+) ne döndürür?"
"ea2df020-c367-4196-91b8-1a85827aab58","02764e84-5ca2-4180-ba36-ba3acadc39a9","tr","Lambda ifadesi nedir?"
"fdc5afac-fc5b-4163-88d1-f1f2473e9cfa","bc8afe34-d2d4-44ae-ba34-ba8b61b52b4b","tr","Stream API'de 'map()' metodu ne yapar?"
"9d765651-398e-41a0-8339-056e6cf97fa2","13656718-7eae-48f1-9db8-48254653a1a5","tr","'filter()' ile 'map()' arasındaki fark nedir?"
"79bd9e67-5b9d-4069-8b28-61dfd102cb7d","17b51ea8-1ab4-45ea-9f59-c0dbe9e20dc8","tr","Stream'ler kaç kez kullanılabilir?"
"b8deab32-3783-4b9b-94c2-4b67194c4b9b","acafe5ed-91f4-4f95-b339-0ada8ae0902b","tr","'reduce()' metodunun amacı nedir?"
"6adbef34-a6ca-4797-b63f-dd829491178b","38a84e39-57fe-434b-b155-7efe4d7e526b","tr","Functional interface nedir?"
"bd315bb4-4e23-4b37-8766-39aee059840a","dc132b4e-e02f-42f5-bdbf-12b203eb327d","tr","Optional sınıfının amacı nedir?"
"77a5b869-40eb-4a45-8260-7047944b520b","ddef261f-f8a2-4c66-861e-27d3be6c37c3","tr","Stream.collect(Collectors.toList()) ne yapar?"
"34279306-22da-4724-838e-754b720748a5","d2a8b9c9-f559-4e5c-ac4e-8042db489e72","tr","Method reference (örn. String::toUpperCase) nedir?"
"c9a9b7ed-49bd-42ea-afb7-2017feb1c8b6","c87598f8-e95b-4538-a2cd-7308257d0238","tr","Parallel stream ne zaman kullanılmalıdır?"
"623cb391-a779-4e71-9dbe-5090f6051bc6","e4344523-2cc2-491f-b1ca-b704f27685f0","tr","Stream.sorted() metodunun varsayılan davranışı nedir?"
"14f78484-4118-4b80-b9a2-79ff9684159b","10a7f065-8e12-4e71-a59e-94893f009a37","tr","IntStream, DoubleStream ve LongStream neden vardır?"
"a8594226-0521-42fb-94af-32bbff0ec46b","f153a55b-913d-4e95-a095-55edafa4d4e8","tr","Stream.peek() metodu ne için kullanılır?"
"c856ee45-66d0-4375-936f-e711830d1644","ac643ea0-e025-444c-94cc-8c4a65b5e90c","tr","Collectors.groupingBy() ne yapar?"
"c5fa80b7-9032-49df-9c59-7581790c1296","b7118c41-baed-424d-b30a-9f3d2bc28329","tr","flatMap() ile map() arasındaki fark nedir?"
"384bae12-fff1-4766-9aeb-48d39c1ed107","eb7879d9-c622-4588-9b28-188a5d3c45f8","tr","Lambda ifadesi hangi interface'i implement edebilir?"
"5521f7c8-81e1-43d0-8c62-ca7f028519d3","d5339fae-f01e-42f3-9f48-647b051ea8f2","tr","Stream.anyMatch(), allMatch() ve noneMatch() metotları ne döndürür?"
"ce282ece-e5df-436c-902a-c83ffd4936b3","4ecdcc28-c97f-4c86-b68d-a697c34d7de3","tr","Stream API'de terminal işlem (terminal operation) ne demektir?"
"53ef9b38-9fa3-4d15-a0a0-34ece9c93a85","73deef88-87b3-45ae-a50c-2e7897b25389","tr","Supplier, Consumer ve Function functional interface'leri arasındaki fark nedir?"
"5f16b4f3-90fa-4a7d-9aae-02192257154b","415bb119-843b-432f-af39-dbbf4d30f3cf","tr","Stream.distinct() metodu ne yapar?"
"d23dd044-ee6d-4a39-aaee-5e10a7f58fb1","265534ad-0f11-4751-82d1-139a8ba76685","tr","Checked ile unchecked exception arasındaki fark nedir?"
"ded52363-aa8c-482f-96f6-bf04b09198d5","923161b0-3ff4-4462-ba79-bb364043d839","tr","finally bloğu ne zaman çalışır?"
"c9cf794f-1a03-40ff-8ea2-07f75175a341","e0d8d043-d0d9-4eb5-b0aa-c2bb2a7c955a","tr","Kendi custom exception sınıfınızı oluşturmak için hangi sınıfı extend etmelisiniz?"
"316ab1a4-2b44-4fe1-bb9c-640e06d5b0c6","d3d2027b-9bd0-45c8-9651-461cdc8a4572","tr","try-with-resources ne için kullanılır?"
"34d52649-5f82-48e7-ac01-a9d1c3aeb5c0","e20558ce-2c61-4e6f-989c-73efe9828643","tr","throw ile throws anahtar kelimeleri arasındaki fark nedir?"
"3e10b690-401d-4b92-8c34-c9d242239b1d","5f15c83d-e881-4359-86cc-3ad8d8909656","tr","NullPointerException hangi durumda oluşur?"
"4b4276ec-bbb0-4a90-a70c-38d4122e87e6","31c18c0c-bc1a-4675-91dc-79b3644d701b","tr","Multi-catch bloğu (catch (IOException | SQLException e)) ne için kullanılır?"
"b4225df2-2de9-4aad-9cd5-53142d10a2af","edc627d1-ffad-4f39-8ebb-0828b734ca94","tr","StackOverflowError ne zaman oluşur?"
"0b7820fc-a476-4262-98a6-e39e78d61e11","1f035417-a6fd-4c88-a88c-5758818629b8","tr","Exception chaining (neden zinciri) ne için kullanılır?"
"f2a5418b-aa0a-4952-8ef1-a5bb12884067","9ff42304-1bff-45fd-94b8-d0ac1687fb91","tr","Error ile Exception arasındaki fark nedir?"
"d3f239cc-cac3-4bd1-9c56-51e08fec2c72","3b33dde5-fb5b-4c13-a283-5f043a09f96f","tr","Custom exception oluştururken RuntimeException'dan kalıtım almak ne anlama gelir?"
"d9c59610-283d-48fc-a05b-23685647afaf","e419e5fb-e377-4c28-9f21-ada8d8691ac5","tr","finally bloğunda return kullanmanın riski nedir?"
"ea273246-5a36-417c-a451-4b137711f4ad","859ba4c6-fb00-4a74-8230-f25fe71dd5de","tr","Checked exception'ları aşırı kullanmanın olumsuz yanı nedir?"
"096a3861-67fd-4ff2-a6ee-17c983407541","9ed8e5a1-f1f7-4823-82bd-e6b98567cea8","tr","Exception'ı 'yutmak' (catch edip hiçbir şey yapmamak) neden kötü pratik sayılır?"
"0fb1bb43-0392-4c5b-9f91-2a69f352d423","954a96ce-fec6-4cc4-a2ba-02aac1bf2939","tr","IllegalArgumentException ne zaman fırlatılmalıdır?"
"54202578-5343-441b-bc99-e139a572be1a","76de7518-f3cf-4e14-8eb7-b6b05935c821","tr","IllegalStateException ne zaman fırlatılmalıdır?"
"1fdbc6fd-a96b-4951-8f7e-9a0723c0be24","b6566532-b6ff-49e6-ba6c-c3820c343e1a","tr","Exception hiyerarşisinde Throwable'dan hangi iki temel sınıf kalıtım alır?"
"3683b92c-77c3-4a3f-8ab8-c991642ad445","480284dc-3732-4f88-98bd-31591ae65776","tr","Custom exception sınıfında ek constructor'lar (mesaj, cause ile) oluşturmanın faydası nedir?"
"425dd334-3331-429f-a7d2-e9821ea2b98c","5864e6af-f2f7-42e3-8d07-6cdda8da3c6e","tr","try bloğu içinde birden fazla kaynak (try-with-resources) nasıl kapatılır?"
"c1c6d8b0-5bc6-4c26-88dd-a5c571539b54","0d6f096f-3674-40dd-9f66-bccf9eb1cc7d","tr","Exception mesajlarının açık ve bilgilendirici olması neden önemlidir?"
