id,question_id,position,option_text,is_correct
c173cff8-f17e-4db7-be51-538ceaa49d26,fc704fbe-b8e2-41a4-847b-8025e35e76e0,0,"Overloading eyni sinifdə eyni adlı, fərqli parametrli metodlar, overriding isə alt sinifdə valideyn metodun yenidən tərif edilməsidir",true
3451e6ff-aec4-4684-874e-90d7c953368a,fc704fbe-b8e2-41a4-847b-8025e35e76e0,1,"Fərq yoxdur",false
c46c3bea-2e0c-4fa8-ab5f-59267b2db0ad,fc704fbe-b8e2-41a4-847b-8025e35e76e0,2,"Overriding compile-time-dadır",false
3e4c6f19-797b-4da0-8fd3-af6771c9580c,fc704fbe-b8e2-41a4-847b-8025e35e76e0,3,"Overloading runtime-dadır",false
525baea1-99c1-409a-a29c-f60a1077fd4e,d6c22c0b-b44b-4c5e-afe5-1b994d8997a6,0,"Object",true
09e76a33-e50c-45cf-9304-1cf139e7fb3c,d6c22c0b-b44b-4c5e-afe5-1b994d8997a6,1,"Class",false
2a96dbb0-1a8a-4627-8b41-5d808bbd9913,d6c22c0b-b44b-4c5e-afe5-1b994d8997a6,2,"Main",false
bc1daf6d-6c70-4493-bbfc-b61368a36f26,d6c22c0b-b44b-4c5e-afe5-1b994d8997a6,3,"System",false
328d0e68-0ea9-4be5-b8fd-8660c5ed3ac0,c5b17820-9182-4f1c-8955-5fe5b11e164a,0,"Gövdəsi olmayan, alt sinif tərəfindən implementasiya edilməli olan metod",true
bc844938-85db-4750-9874-a3f372f5f6fc,c5b17820-9182-4f1c-8955-5fe5b11e164a,1,"Statik metod",false
9336a43a-66fb-4850-8cab-14228b95d15a,c5b17820-9182-4f1c-8955-5fe5b11e164a,2,"Final metod",false
4277f689-e102-4574-8b63-22d8fe10f7ef,c5b17820-9182-4f1c-8955-5fe5b11e164a,3,"Private metod",false
414861aa-708a-4296-8097-26791a36eefa,29496ef9-6bf4-4311-9c96-82dcdddd0f92,0,"Sinif extend edilə bilməz",true
bc095900-5680-4474-995a-f8dd00f77c47,29496ef9-6bf4-4311-9c96-82dcdddd0f92,1,"Sinif abstrakt olur",false
c0a2a05c-ee72-4f40-b482-d80cad192b49,29496ef9-6bf4-4311-9c96-82dcdddd0f92,2,"Sinifdən obyekt yaradıla bilməz",false
db4a9f25-a576-4205-a8c0-6380f81cd006,29496ef9-6bf4-4311-9c96-82dcdddd0f92,3,"Sinif interfeys olur",false
6d9976f5-7452-4dc6-84b4-e9b2b1354a5c,534149da-4afc-4ae9-8627-47eb31b2812c,0,"İnterfeysdə implementasiya edilmiş metod yazmağa, mövcud implementasiyaları pozmadan",true
02497b52-3851-4a06-9684-876637bbc5a2,534149da-4afc-4ae9-8627-47eb31b2812c,1,"İnterfeysi final etməyə",false
5d79f1a2-fd02-409b-bea6-41de5fd20606,534149da-4afc-4ae9-8627-47eb31b2812c,2,"İnterfeysdən obyekt yaratmağa",false
b234736e-d8ec-40e6-86b3-4c7761051bc7,534149da-4afc-4ae9-8627-47eb31b2812c,3,"Heç nəyə",false
fc99948a-af27-4825-ab4e-fca42ab520c7,b4a83a4a-275f-4a1d-9a23-11401a4f27bf,0,"Aggregation-da hissə valideyn obyektdən asılı olmadan mövcud ola bilər, Composition-da yox",true
cee290fd-90f6-4efb-946d-81f8e1f15cbb,b4a83a4a-275f-4a1d-9a23-11401a4f27bf,1,"Fərq yoxdur",false
367dc4e1-b250-4eb3-813c-54f3bd74b197,b4a83a4a-275f-4a1d-9a23-11401a4f27bf,2,"Composition daha zəif əlaqədir",false
7fe3166c-6d2b-4a55-9eed-3953c95ea2aa,b4a83a4a-275f-4a1d-9a23-11401a4f27bf,3,"Aggregation yalnız interfeyslə işləyir",false
205ac2cf-4640-46f3-a90e-7f8d2b212ec0,bb5963c3-5dcb-44fa-9193-4dff756bf63d,0,"Xeyr, konstruktorlar override edilmir, yalnız overload edilə bilər",true
0af859f2-a280-4c13-b107-c3596363470a,bb5963c3-5dcb-44fa-9193-4dff756bf63d,1,"Bəli, həmişə",false
d6535ed2-6793-4ac1-b468-8fc4ca33cced,bb5963c3-5dcb-44fa-9193-4dff756bf63d,2,"Yalnız abstract siniflərdə",false
1e179dd3-edcc-4352-b88a-54ebe1c4343a,bb5963c3-5dcb-44fa-9193-4dff756bf63d,3,"Yalnız static konstruktorlar",false
e18f9d51-cbb6-4b36-a387-d2f921671fe3,f5c88150-6e3e-4039-bf66-23ed1ee94657,0,"Xeyr, static metodlar compile-time-da həll olunur (method hiding)",true
40572961-8c33-44d5-80e3-52db20b7a7de,f5c88150-6e3e-4039-bf66-23ed1ee94657,1,"Bəli, tam tabedir",false
f3cc9d0f-4388-4227-b02e-5381d26cdcfc,f5c88150-6e3e-4039-bf66-23ed1ee94657,2,"Yalnız private static-lər tabedir",false
0f575723-000d-43fb-9bfc-a2bfc5c860c0,f5c88150-6e3e-4039-bf66-23ed1ee94657,3,"Heç bir əlaqəsi yoxdur",false
e2f69686-a32e-4383-9ca4-4fa7b60d41af,fd9ca9b7-1c69-48c7-816f-971b48e13600,0,"Heç bir metodu olmayan, sinifə müəyyən davranış əlavə etmək üçün işarələmə xidməti görən interfeys",true
55aee769-436b-455a-9482-85dbf5f78b0e,fd9ca9b7-1c69-48c7-816f-971b48e13600,1,"Yalnız bir metodu olan interfeys",false
8e942b8a-1024-4eed-9516-5a2989467f05,fd9ca9b7-1c69-48c7-816f-971b48e13600,2,"Abstract sinif",false
e11d6497-ffc7-4e2a-8019-06e6ada1eed0,fd9ca9b7-1c69-48c7-816f-971b48e13600,3,"Exception növü",false
1b7ed432-7d05-4517-bbb0-bd30cc9dd51f,2078cf02-f3f7-4a90-957b-4bf990772a0d,0,"Yalnız eyni sinif daxilində",false
377db076-a0cf-437d-bdcc-c51f8033b4ae,2078cf02-f3f7-4a90-957b-4bf990772a0d,1,"Eyni paket və alt siniflər (fərqli paketdə olsa belə) üçün çıxış",true
39b20d55-500e-426a-9fcf-92ee08083820,2078cf02-f3f7-4a90-957b-4bf990772a0d,2,"Heç kimə",false
f3d094d4-fb88-4164-84bb-42ae5e4adc58,2078cf02-f3f7-4a90-957b-4bf990772a0d,3,"Yalnız eyni fayl daxilində",false
2e3ccc56-93f0-402d-85a6-8aa249a9db0a,083b2df5-ecf0-4381-947a-494665fdd0aa,0,"Bir sinifin yalnız bir dəyişmə səbəbi olmalıdır",true
48da0971-2008-42af-b7f9-cbaa850e7814,083b2df5-ecf0-4381-947a-494665fdd0aa,1,"Sinif çoxlu interfeys implementasiya etməlidir",false
d714b2cc-9bfd-4c2e-9170-81a655efa03b,083b2df5-ecf0-4381-947a-494665fdd0aa,2,"Bir sinif yalnız bir metoda malik olmalıdır",false
8da3dc5d-25a4-409a-a516-043d8ba5ad47,083b2df5-ecf0-4381-947a-494665fdd0aa,3,"Heç bir mənası yoxdur",false
3a7c18b6-afa1-4e0e-95bd-e766775d3ba7,f8641315-0457-4fdb-8e94-dddae0d43d0e,0,"Siniflər genişlənməyə açıq, dəyişikliyə qapalı olmalıdır",true
f367722b-c33a-4350-96b0-508eaf4ad0e2,f8641315-0457-4fdb-8e94-dddae0d43d0e,1,"Bütün siniflər final olmalıdır",false
f9c65263-7b4b-4d1f-859d-1b8e1ecdf57c,f8641315-0457-4fdb-8e94-dddae0d43d0e,2,"Siniflər həmişə açıq (public) olmalıdır",false
8d09dfde-66bb-4de8-89fd-0195e2300d02,f8641315-0457-4fdb-8e94-dddae0d43d0e,3,"Heç bir əlaqəsi yoxdur",false
7d295ef2-477b-4a82-9b62-d43a9cdccbf5,1451ae88-f0f9-4532-8d4a-33bd71df9804,0,"Alt sinif öz valideyn sinifinin yerinə istifadə oluna bilməlidir, davranışı pozmadan",true
001ddb00-64cb-457a-9790-8e396452f153,1451ae88-f0f9-4532-8d4a-33bd71df9804,1,"Alt sinif valideyndən fərqli davranmalıdır",false
2892edf9-80b5-40d7-b7b2-5bbc141a7a9b,1451ae88-f0f9-4532-8d4a-33bd71df9804,2,"İnterfeyslər əvəz oluna bilməz",false
472f15f0-fbea-401d-9eee-3052a7339ba0,1451ae88-f0f9-4532-8d4a-33bd71df9804,3,"Heç bir mənası yoxdur",false
4de5fe7d-8222-49d5-b696-12b76bbe6bc7,99d5a536-614c-4f26-95c4-153974df3f20,0,"Böyük, hər şeyi əhatə edən interfeyslər yaratmaq",false
ae7e56c5-2b5a-4b0e-b20d-2d7b96690665,99d5a536-614c-4f26-95c4-153974df3f20,1,"Klientlərin istifadə etmədiyi metodlara asılı olmamaq üçün kiçik, spesifik interfeyslər yaratmaq",true
c32ae77f-6e1e-4305-9c3a-07867c678efb,99d5a536-614c-4f26-95c4-153974df3f20,2,"Yalnız bir interfeys istifadə etmək",false
80705451-bbc5-46fb-a71e-7ce9af59cb8a,99d5a536-614c-4f26-95c4-153974df3f20,3,"İnterfeysləri ümumiyyətlə istifadə etməmək",false
bf92d2bc-37aa-4480-a11e-d57c076aef6f,846dd111-fb10-41ae-866d-05746d1d8c69,0,"Yüksək səviyyəli modullar aşağı səviyyəli modullardan deyil, abstraksiyalardan asılı olmalıdır",true
5fb8ffc1-5d43-4075-8422-a31c56894d29,846dd111-fb10-41ae-866d-05746d1d8c69,1,"Bütün siniflər bir-birindən asılı olmalıdır",false
89cd0b6b-25d1-472a-bc1b-61e49279b0c9,846dd111-fb10-41ae-866d-05746d1d8c69,2,"Asılılıqlar həmişə konkret siniflər olmalıdır",false
e6bcb7f8-c17e-4441-9ce9-76d52e1ee579,846dd111-fb10-41ae-866d-05746d1d8c69,3,"Heç bir mənası yoxdur",false
e496e725-cc40-474a-837d-dfd64830cf1c,d97ead7f-106a-4352-aadc-b1d2272bd293,0,"Kodu daha çətin oxunan etmək",false
e76bc41b-b95c-4efd-9e60-2ad8406cc1ba,d97ead7f-106a-4352-aadc-b1d2272bd293,1,"Daha çevik, davamlı (maintainable) və genişlənə bilən kod yazmaq",true
cd4da604-1e7a-4746-916a-c0d0fe383136,d97ead7f-106a-4352-aadc-b1d2272bd293,2,"Kodun sətir sayını artırmaq",false
6435378e-e3db-44d8-ae0a-a03057b25dc6,d97ead7f-106a-4352-aadc-b1d2272bd293,3,"Yalnız performansı artırmaq",false
36149b88-7139-421c-8fad-ca0c6d7eae97,ed482394-2c4b-4778-a892-fc39fe290398,0,"Simple",false
24fc4be3-0890-4d11-8ad4-1c418bc7a628,ed482394-2c4b-4778-a892-fc39fe290398,1,"Single Responsibility",true
da9d0d77-ed72-474b-8de3-879d986b20e5,ed482394-2c4b-4778-a892-fc39fe290398,2,"Static",false
4de6f71e-6271-44dc-a93a-0a8fc33e69a8,ed482394-2c4b-4778-a892-fc39fe290398,3,"Secure",false
582d7a0d-02ff-4ac7-a432-9f8fcd44c1ac,bb4c590c-471e-4e5f-af6a-761cb63549c8,0,"Single Responsibility",false
7b4f49e4-5ae5-49a4-9d8a-1d0a31fbf177,bb4c590c-471e-4e5f-af6a-761cb63549c8,1,"Open/Closed",false
ba2231d4-8179-4117-969f-f02f8a0262e5,bb4c590c-471e-4e5f-af6a-761cb63549c8,2,"Dependency Inversion",true
0879c6f4-fa2d-4d66-9a04-d43283b88806,bb4c590c-471e-4e5f-af6a-761cb63549c8,3,"Liskov Substitution",false
c6d984de-2e37-449e-8546-ea26b1ac1e00,d5386923-0a20-468b-bef2-0bd864f3e7dd,0,"Open/Closed Principle",true
effbf3fa-ab13-4e8f-8069-1cb98fe6a4a6,d5386923-0a20-468b-bef2-0bd864f3e7dd,1,"Object Principle",false
8a198668-05a6-4ba3-8e37-23506b752999,d5386923-0a20-468b-bef2-0bd864f3e7dd,2,"Optional Principle",false
17afdd41-2af7-4abd-9793-24d920684409,d5386923-0a20-468b-bef2-0bd864f3e7dd,3,"Override Principle",false
7f6cf989-1be5-4f8b-86a0-ff4777521c8e,9a47bb22-f794-434f-aa1d-05497a9970cf,0,"Alt sinif valideynin yerinə istifadə edildikdə gözlənilməz davranış yaranır",true
299ed76e-73dc-4083-aeba-8c9358e43033,9a47bb22-f794-434f-aa1d-05497a9970cf,1,"Heç nə dəyişmir",false
d06ec27c-ed6d-4705-bb23-5772c4685d0a,9a47bb22-f794-434f-aa1d-05497a9970cf,2,"Proqram sürətlənir",false
47b5995c-bc87-4318-ad87-215cbf1af965,9a47bb22-f794-434f-aa1d-05497a9970cf,3,"Yaddaş azalır",false
dabe2672-0dcc-40be-bba6-83c684129616,88679912-740e-4c3b-a2db-5bb4ab564e45,0,"Interface Segregation Principle",true
77f95201-2b4d-4c58-8074-8244e21ebc17,88679912-740e-4c3b-a2db-5bb4ab564e45,1,"Inheritance Principle",false
9aff7cd1-84f9-488c-9074-9f19c9204ee1,88679912-740e-4c3b-a2db-5bb4ab564e45,2,"Immutability Principle",false
a05f1733-0757-421a-947e-a0f01e1dccc4,88679912-740e-4c3b-a2db-5bb4ab564e45,3,"Injection Principle",false
d55d6ad8-492e-43ef-a315-9ecdffa4a84f,cbd7625d-bd28-4ede-a680-45d698790bf3,0,"Liskov Substitution Principle",true
cbc0dcb1-f6ce-404d-8be1-8e4b85b1001e,cbd7625d-bd28-4ede-a680-45d698790bf3,1,"Layer Principle",false
b1db84e4-cf3b-499c-8236-12b789205347,cbd7625d-bd28-4ede-a680-45d698790bf3,2,"Lazy Loading Principle",false
91d7f10f-325c-461c-b354-a708c7e35c6b,cbd7625d-bd28-4ede-a680-45d698790bf3,3,"Logic Principle",false
35325a79-a3fb-4edb-bcba-767f097cca43,f1c5df34-b647-4f4f-a752-41967a41deb2,0,"Dependency Inversion Principle",true
e99ff1e3-e222-4a18-a77d-b9c2106d647b,f1c5df34-b647-4f4f-a752-41967a41deb2,1,"Data Principle",false
4a37c56e-e0e5-4694-b44c-ed0f8a9e6a1c,f1c5df34-b647-4f4f-a752-41967a41deb2,2,"Design Principle",false
99b55894-ce2f-4705-8e73-dcd129bc09c9,f1c5df34-b647-4f4f-a752-41967a41deb2,3,"Duplication Principle",false
a1440cc4-5811-460f-bb29-5a787d7a8d8b,3866f185-857d-4141-ac06-8211b22fde9f,0,"Abstraction və polymorphism (interfeys/abstract sinif)",true
81c098e8-f5b3-4b29-ab10-e639e5a5e7c6,3866f185-857d-4141-ac06-8211b22fde9f,1,"Bütün metodları static etmək",false
088bdfae-1678-4246-9b7e-7bc4c322bb2c,3866f185-857d-4141-ac06-8211b22fde9f,2,"Bütün sahələri public etmək",false
d47abc1c-2343-4175-9791-022a57a4dbf2,3866f185-857d-4141-ac06-8211b22fde9f,3,"Heç biri",false
9b46a659-fa06-4812-ab60-b5053b2a5a9f,28d8c2e5-ef6e-4947-9956-e6b323f07688,0,"Sinif çox böyüyür və dəyişikliklərə həssas olur (God Class)",true
c715ee12-f8a4-4484-8036-a22e9824f753,28d8c2e5-ef6e-4947-9956-e6b323f07688,1,"Sinif çox kiçik olur",false
757d072f-5404-4ef8-80d3-a2449537e8b8,28d8c2e5-ef6e-4947-9956-e6b323f07688,2,"Performans artır",false
c2004a54-4783-4dcb-913f-39ca301bb6b7,28d8c2e5-ef6e-4947-9956-e6b323f07688,3,"Heç bir problem yaranmır",false
e9d9f274-612b-467e-b31a-5c7e2c36f8b3,842f7fc1-f87a-453b-b47b-100eb0ae5afd,0,"Klientin istifadə etmədiyi metodları implement etməyə məcbur edən 'fat interface'",true
7eee0abf-ab31-4fb1-8998-83876892b6ac,842f7fc1-f87a-453b-b47b-100eb0ae5afd,1,"Kiçik, spesifik interfeyslər",false
2d8c63fb-801c-4b67-bc5a-84dee114faa2,842f7fc1-f87a-453b-b47b-100eb0ae5afd,2,"Tək metodlu interfeys",false
6625e34f-fcbf-4e05-acc0-852c933ab425,842f7fc1-f87a-453b-b47b-100eb0ae5afd,3,"Heç biri",false
f5d403d8-b8e1-4b56-9e95-625d057fb1c2,2c4076a8-156f-4647-a386-1da5cd3ecf88,0,"Dependency Injection (IoC konteyner)",true
206a4ae5-fad9-4498-aec0-81bd6ab1c910,2c4076a8-156f-4647-a386-1da5cd3ecf88,1,"Static metodlar",false
ad218bc9-f044-4640-903a-64986cf71664,2c4076a8-156f-4647-a386-1da5cd3ecf88,2,"Reflection yalnız",false
10d4d760-8b6c-4dff-8d6d-06084d626aa3,2c4076a8-156f-4647-a386-1da5cd3ecf88,3,"Heç nədən",false
a92b18f5-339a-4aab-aa84-4c85433b2e1e,bd8b38fa-f2cd-469d-a11b-48969b26dae6,0,"Obyekt Yönümlü Proqramlaşdırma",true
0cdd5eb7-f543-425f-83f5-b2aceed57a28,bd8b38fa-f2cd-469d-a11b-48969b26dae6,1,"Funksional Proqramlaşdırma",false
3d281971-ec04-4e0f-bce4-9d54e3f82fe0,bd8b38fa-f2cd-469d-a11b-48969b26dae6,2,"Procedural Proqramlaşdırma",false
974aaaf0-814c-4212-856d-84b3edf2aada,bd8b38fa-f2cd-469d-a11b-48969b26dae6,3,"Bütün paradiqmalara eyni dərəcədə",false
5547a8ae-704c-4630-bde8-653a3ccb5353,6b5a5a17-6e9a-4f6a-8a07-dbf00f472405,0,"Alt sinifin valideyn metodun gözlənilən davranışını dəyişməsi (məs. gözlənilməz exception atması)",true
026f7f79-3169-4008-98b8-ed4eb86f12c9,6b5a5a17-6e9a-4f6a-8a07-dbf00f472405,1,"Alt sinifin əlavə metod əlavə etməsi",false
e4560446-c2f2-47b7-888c-191bb0ab15d0,6b5a5a17-6e9a-4f6a-8a07-dbf00f472405,2,"Alt sinifin metodu override etməsi",false
b253ff24-5119-42d7-adb8-9d3f7564f3e9,6b5a5a17-6e9a-4f6a-8a07-dbf00f472405,3,"Heç biri",false
0720be3a-47be-49e6-b401-de02b529d4ae,6d2bbc81-f342-4234-a99e-fc0c8abfd89d,0,"Robert C. Martin (Uncle Bob)",true
6c6c8404-199c-4eec-b8a2-37917b726f6a,6d2bbc81-f342-4234-a99e-fc0c8abfd89d,1,"James Gosling",false
aecbf820-cc2f-4a1a-a740-e08294b528bc,6d2bbc81-f342-4234-a99e-fc0c8abfd89d,2,"Martin Fowler",false
6a6fee3c-392f-4228-b65f-6303f11f75c4,6d2bbc81-f342-4234-a99e-fc0c8abfd89d,3,"Kent Beck",false
3ab49c3a-75e1-4317-a3c7-bf06bb7ef70a,d26cad88-609b-4a0b-8fcc-c4f47f00b56c,0,"Bir sinifdən yalnız bir obyekt yaradılmasını",true
c44fc3bd-88d3-4b34-8806-70cf23d8b6a3,d26cad88-609b-4a0b-8fcc-c4f47f00b56c,1,"Çoxlu obyekt yaradılmasını",false
17edfa5b-ac98-4598-9169-dcc684d7b2fc,d26cad88-609b-4a0b-8fcc-c4f47f00b56c,2,"Sinifin final olmasını",false
2da20b19-6628-43c1-8f24-92b9fc432c61,d26cad88-609b-4a0b-8fcc-c4f47f00b56c,3,"İnterfeys yaradılmasını",false
83efc518-070b-4e29-8825-1255f0096d5f,87ef7615-1446-4252-b2a7-ba7488b7ef8c,0,"Obyekt yaratma məntiqini alt siniflərə həvalə etmək",true
2c444f40-39dc-4840-bf3d-daea02aa8b25,87ef7615-1446-4252-b2a7-ba7488b7ef8c,1,"Obyektləri silmək",false
0cd1861a-9dcc-4423-b977-0ebd16945018,87ef7615-1446-4252-b2a7-ba7488b7ef8c,2,"Thread yaratmaq",false
ab7d3aff-1a9f-4f37-975d-e81c63ee742d,87ef7615-1446-4252-b2a7-ba7488b7ef8c,3,"Exception idarə etmək",false
4c169070-bd24-4919-abb8-14b6f6b1037f,39f61544-9a2b-4c3f-90ab-2e9419242e84,0,"Bir obyektin vəziyyəti dəyişdikdə asılı obyektləri xəbərdar etmək üçün",true
ea345f7f-afd4-47ac-8c2e-5ef30ea394ce,39f61544-9a2b-4c3f-90ab-2e9419242e84,1,"Obyektləri kopyalamaq üçün",false
e75312dd-6257-4983-a5ae-78ee35a5135b,39f61544-9a2b-4c3f-90ab-2e9419242e84,2,"Yaddaşı idarə etmək üçün",false
80495829-1d30-4fa5-92bf-651d156b9798,39f61544-9a2b-4c3f-90ab-2e9419242e84,3,"Thread sinxronizasiyası üçün",false
9f3c8323-26b6-4af2-a659-c390bdf6b885,023eecc8-d771-4727-97d6-902fee5a909b,0,"Çoxlu parametrli mürəkkəb obyektlərin addım-addım qurulması",true
9b12c907-8e7e-4f93-b102-7ae09089e7a5,023eecc8-d771-4727-97d6-902fee5a909b,1,"Obyektlərin silinməsi",false
86637aa0-bc51-4427-a0a9-0809f1ed0171,023eecc8-d771-4727-97d6-902fee5a909b,2,"Interfeyslərin birləşdirilməsi",false
0ee1e3a4-2091-4b33-b23e-6305cb49e5b7,023eecc8-d771-4727-97d6-902fee5a909b,3,"Thread-lərin idarə edilməsi",false
0efb4030-19cc-444c-b515-8770b2641b5b,08b2d72b-9ae6-44ec-84d7-2b49956c9ceb,0,"Alqoritmləri runtime-da dəyişdirmək imkanı",true
21cce39c-c98d-4cec-a5a7-6686bcb3438f,08b2d72b-9ae6-44ec-84d7-2b49956c9ceb,1,"Sinifin tək instansiya olmasını",false
12f71ba6-307a-4358-bba3-cd69a50e186f,08b2d72b-9ae6-44ec-84d7-2b49956c9ceb,2,"Obyektlərin klonlanmasını",false
cb14be59-bf30-4608-8bc1-0bb6b43e7cb4,08b2d72b-9ae6-44ec-84d7-2b49956c9ceb,3,"Yaddaşın azaldılmasını",false
af08ad30-9c00-40f8-92fc-be7ec231a59b,1b9984a8-c4ed-4c79-95fc-ea6c4f907b1a,0,"Obyektə runtime-da əlavə funksionallıq qoşur, inheritance olmadan",true
c2da1e0c-f0a3-4af8-9054-c7192ae103f7,1b9984a8-c4ed-4c79-95fc-ea6c4f907b1a,1,"Obyekti silir",false
84ad7c7a-8510-4415-9148-dd40cd1c6739,1b9984a8-c4ed-4c79-95fc-ea6c4f907b1a,2,"Yeni sinif yaradır",false
37de7f1b-2dad-4bcc-827e-fe3ceb667711,1b9984a8-c4ed-4c79-95fc-ea6c4f907b1a,3,"Thread yaradır",false
