"id","question_id","locale","text"
"2be1fc06-1a34-47ee-8cbb-ce4f698576fa","306c9211-7540-45c9-a933-12522fcbbea6","tr","Spring'in Aspect-Oriented Programming (AOP) desteği ne için kullanılır?"
"28f45074-c90b-40ec-b5aa-99520d9aff85","d2cf6505-0c1a-42fe-954e-a5be04397dfd","tr","@PostConstruct anotasyonu ne zaman çalıştırılır?"
"0b890d48-b71a-4223-814d-a3a47b8c1cce","805d3d41-4e96-4b05-9788-0d40dfe0ed72","tr","Spring'de circular dependency (döngüsel bağımlılık) sorunu ne zaman oluşur?"
"65f58e56-5494-4487-af86-f230fcd5db6a","e3956e09-f569-40f8-91b4-09eabd88ab68","tr","Spring Boot Actuator ne için kullanılır?"
"c96943a8-3c2c-4128-b837-6d80f0b8ead6","e77f4176-5db4-415f-b5fa-b37eedfc2f54","tr","Scalability (ölçeklenebilirlik) sistemin neyini ifade eder?"
"a4c72836-6968-43ed-8265-64e2b1afe856","29bfd277-ab33-4d2d-8952-33b6614bfadf","tr","Vertical scaling (dikey ölçeklendirme) ve horizontal scaling (yatay ölçeklendirme) arasındaki fark nedir?"
"8dbbda42-dc9c-41b7-9ab9-f33bbca1193c","22a9b79f-cee0-4d3f-9f4e-92688b3817c7","tr","Load balancer (yük dengeleyici) ne için kullanılır?"
"a3c8abb7-c6f5-49a6-a67c-d94d7e23e43e","9b193313-3fa4-42c1-86f9-fa1cce06fb72","tr","Sistem tasarımında single point of failure (tek arıza noktası) neden riskli sayılır?"
"81bf18e6-ad4c-4255-baf6-9c7ccd599e51","cb455b31-621f-41c4-828a-7825c7b15b42","tr","CAP teoremi sistem tasarımında hangi seçimi vurgular?"
"6799fabe-22ab-4b22-823d-101c62f0e662","710b0c92-ee66-4b23-834f-1cfe21a639d3","tr","Fault tolerance (hataya dayanıklılık) ne demektir?"
"f8ae9b8c-b5c7-472b-8129-55767db5fa4c","aeafdb95-2d20-4b75-b1cf-d74be95efc6b","tr","Sistem tasarımında throughput ve latency arasındaki ilişki nasıldır?"
"8453b7d5-437d-4b71-b6db-62a792e58f5a","e4d91e82-e6bb-4193-86b9-8d7ce3acda75","tr","Content Delivery Network (CDN) sistem tasarımında neye yardımcı olur?"
"8f1f4ce1-fc4f-4e38-96d0-5bd4b173a447","ff345284-9084-45f3-b8c4-08bf43a01278","tr","Sistem tasarımında 'back-of-envelope estimation' ne için yapılır?"
"4cae118d-7b25-47ed-9568-4921a6bc2f09","2c1ce638-095f-42dc-804e-983e2a7bd4c7","tr","Consistent Hashing dağıtık sistemlerde ne için kullanılır?"
"d4df7356-5642-4741-8e11-8bdb006ee3ca","c468499c-e1df-4a1b-991a-ffc7c53cd8e4","tr","Sistem tasarımında 'bottleneck' (darboğaz) neyi ifade eder?"
"a9cb431c-8a1b-484c-9991-682225e0f9ee","70e8d852-299d-4883-afc1-32654446ca46","tr","Sistem tasarımında capacity planning neden önemlidir?"
"a3d37452-9076-4b4e-acb8-ef4f8bbaceb5","a10b7784-4db5-4b3c-a9dc-bf32ab06af58","tr","Reverse proxy ne için kullanılır?"
"ef35d29e-e116-4bc0-8f74-200230ebda7e","7dca69cf-096b-4f27-b262-430d6df58c3e","tr","Data partitioning (sharding) sistem tasarımında ne için kullanılır?"
"40029457-cbf5-4ca8-a86b-fc37df8a80ba","c6aa8f3e-cf7f-453a-855f-e39914d3f35b","tr","Sistem tasarımında idempotency neden önemlidir (örn. ödeme sistemlerinde)?"
"1fd54a8c-6785-4d31-918d-80fe0ee99bfd","a02ef526-520a-48e9-a822-bb4614456693","tr","Sistem tasarımında 'graceful degradation' ne demektir?"
"0a235357-480f-4a29-bb9e-83e3c1e51769","902e6735-e5eb-428a-9c04-ef5dc2475f96","tr","Sistem tasarımı mülakatlarında 'trade-off' kavramı neden önemlidir?"
"9d3cec27-b647-4956-a1fb-7e015e46b1dd","6c3126d4-6fc8-4b02-8e63-741dce4059b5","tr","Sistem tasarımında 'SLA' (Service Level Agreement) neyi ifade eder?"
"d2e20391-10fe-42b2-b3ab-f6afaa98507f","81fcab77-bab3-4b06-8b02-8bf3923f29cb","tr","Rate limiting sistem tasarımında hangi sorunun önüne geçmeye yardımcı olur?"
"01dd9fdb-1a43-4b54-9e57-0afcf66edb82","f21675d5-624c-449d-a247-bcc3be2c9042","tr","Sistem tasarımında 'read-heavy' ve 'write-heavy' sistemler için farklı stratejiler neden gereklidir?"
