"id","option_id","locale","text"
"ba857fa8-d37b-4587-9df4-5115a4f9f635","8f61444a-3731-4d00-a580-ac0b6624aa5f","tr","Diğer projelerin kullanabilmesi için artifact'ı yerel repository'ye kurar"
"d29f04de-4ee8-42f2-91e0-1bc27c1dba9b","160d51c2-1e42-4b5b-860a-ce28da860793","tr","Yalnızca derler"
"b7111593-4d12-476c-a835-e54eb6768be1","29ad573f-414e-4faa-9a46-f29d7b45c8a4","tr","Yalnızca test eder"
"ffc1e195-338b-4d80-96b2-6ab283a12b5d","ef38ca9d-8f97-4101-a7ba-8bd7d132026f","tr","Hiçbir şey yapmaz"
"1933502a-f494-4c53-af88-69fa2fbafbd6","d0023bc8-27f3-4590-88af-e7316cbf2459","tr","Projeyi Gradle'ın belirli bir versiyonuyla, ayrıca kurulum gerektirmeden çalıştırmak için"
"8d8fac83-6f83-467f-bb71-86d7b80e209a","5d590838-20ed-4cc0-bcf4-a85b08d3b9ee","tr","Yalnızca test için"
"f33be435-a300-4bbe-8b6c-c26f0e8c3aac","05730acb-d209-4066-bd9a-0eecfb7c1463","tr","Hiçbir amacı yoktur"
"1a4fb119-ea59-4b9b-a4df-c148975c21a3","9bc62d03-37ac-4c4f-ad4d-d7afcff61444","tr","Yalnızca Windows için"
"5a713248-e69f-4f67-8b6b-de7c8df52da8","84175646-b48f-40f5-a5e1-292fe837dff9","tr","Tüm kalıtılan ve varsayılan yapılandırmalarla tamamen çözümlenmiş son POM"
"46d98041-364c-48e3-9474-f5f02124d8f0","74d8bd96-00ac-4138-911c-d228a6748113","tr","Yalnızca pom.xml dosyasının kendisi"
"79ceee91-118b-4c1f-88c1-1e91ac1273a2","07455735-aea4-4f0e-a3f9-60373f24dd60","tr","Hiçbir anlamı yoktur"
"b39d1c4a-90bd-42d3-95b9-f2e0d7b08646","ec913eae-a35c-48ad-997b-d90e556e98fe","tr","Yalnızca parent POM"
"b8cce2eb-e245-4d75-90e4-8b7df007f2f4","3cdca06c-818b-42cc-bd94-8a16da33d1fd","tr","Konteynerleştirilmiş uygulamaların deployment, ölçeklendirme ve yönetimini otomatikleştiren açık kaynaklı platform"
"b09a1a37-750c-4444-b4d6-3323cdd06de7","37cb5bc7-3dde-4f7e-b4ef-323c9284c479","tr","Veritabanı"
"2a006682-16ef-474e-9207-751f64932c8d","452d6255-b841-4a2f-a027-88900773671c","tr","Programlama dili"
"f19904db-6ba3-4f03-869c-52852e529330","1a2b5458-b11d-4fcb-8e39-a8d8290d3ce8","tr","Hiçbir anlamı yoktur"
"00e498d8-c3b5-4cbe-8a7e-3b3763ad437d","553638c0-9070-4b4d-b0bc-bbb0469a4435","tr","Kubernetes'in en küçük deployment birimi, bir veya daha fazla konteyner içerebilir"
"12bed071-1603-43d8-a0fa-feeadacbfc6a","fee0c7cb-6dca-4935-80b2-379aed529b4e","tr","Fiziksel sunucu"
"417ca061-dde5-45bf-a885-e1d0f9301e60","aa05cebb-4c48-4404-a1a7-5de5dc3ee74a","tr","Veritabanı tablosu"
"d0a3633c-5c12-49a1-924e-2ac3b78d43ca","c85f66e4-f685-4cdb-8d44-7b28986f02a3","tr","Hiçbir anlamı yoktur"
"d55fd2cd-9e56-4897-b887-0c066fcfcf7f","0ff69f21-8e64-4738-9381-8068f8db8235","tr","Pod'lara sabit bir ağ adresi ve yük dengeleme sağlamak için"
"7c88aac3-c053-4a39-acaf-ef07dd7ffb7a","9dc126c6-7152-4559-9e2c-b717985713d8","tr","Pod'u silmek için"
"37433608-30f2-4449-97c2-54441ddd66b5","7cf906e5-7cd4-4dea-b7b7-d0d62d393b2b","tr","Hiçbir amacı yoktur"
"44253cef-c3d4-4f77-bf63-8e945dc74368","660c0a22-6b1f-43d4-9a48-d81f97412740","tr","Yalnızca test için"
"dfb05c99-22f9-439b-8e78-a7c57a2c5a15","f6779ea4-fd1e-4cc9-a794-23e69580832d","tr","Pod'ların istenen durumunu (sayı, versiyon) bildirerek otomatik olarak yönetilmesini"
"5ca2dfc4-77b6-4f28-89d3-f6e2b1abf0dc","b70cd226-c660-4ceb-8223-aa0215c1157b","tr","Yalnızca bir Pod'u"
"7eab6c36-7cab-4341-80ed-192e47d131c7","e345f60a-406f-4fd1-9b21-63844838fe7a","tr","Hiçbir anlamı yoktur"
"c1b5213d-b55b-49bb-a54b-952c231bab8d","e15ee5c0-e79b-4725-9fab-b8be71917998","tr","Yalnızca veritabanını"
"5d8c6077-6a8c-4f3a-add3-a6b26e8ba7cb","4ce22b00-cfd1-452e-99b5-8d834a5f97a2","tr","Belirli sayıda Pod kopyasının sürekli çalışır durumda olmasını sağlar"
"685f3573-eb8d-456b-b919-29119fc76190","94eb6c83-0c73-4101-902f-21cf436c815a","tr","Pod'u siler"
"4a3101e1-9b29-4cff-8cd5-7855e74439e4","1febdede-df87-4ca3-9e00-564f3e73bd93","tr","Hiçbir işi yoktur"
"2678190a-c626-4e54-889d-c1a52db4f357","7ea47a2d-97a2-4761-9eb1-ecc1dce0cdd1","tr","Yalnızca bir Pod oluşturur"
"89d49a93-335c-46ff-9d0b-c5d8481902bd","e757b151-fdad-468d-8dc0-aedd5bbd50ae","tr","Yüke göre Pod sayısını otomatik olarak artırıp azaltmak için"
"2295939c-2d19-4e82-81ea-2969bbb2fa5f","35289e19-5aed-4cc1-957f-1283b417752a","tr","Pod'u silmek için"
"5f842c94-ce59-4ffd-a6ad-c36a1b876224","ed52eb0a-c333-48c3-a8cc-db0c79f903ba","tr","Hiçbir amacı yoktur"
"688d539b-f9f0-44af-bc79-03f394d7d767","bda30379-d871-47b5-b6d3-8bcd7957c366","tr","Yalnızca manuel ölçeklendirme için"
"8428bfd2-a3b7-4047-ab52-727e26645c50","5e976aed-786d-43d1-8f8e-a5fea354a28b","tr","Küme kaynaklarını mantıksal gruplara bölmek için"
"c72779e9-ec38-4c52-bbd6-c3e91562cb5c","b5369828-f847-49f1-9881-b6a6d7f623bb","tr","Fiziksel sunucuyu bölmek için"
"5df51859-478d-43dc-ad4a-e8d3d3444c25","1c2ffae2-2f64-4a48-8f78-ff981ddf95bf","tr","Hiçbir amacı yoktur"
"62133b9c-08e6-4466-bdcc-eb641254172c","6c766937-dd04-4be3-93a5-08be1609651a","tr","Yalnızca test için"
"e902b257-7145-47db-8415-54e9090b0bb3","b7176923-2f52-49b1-a9fb-61f9dd1e7e37","tr","Yapılandırma bilgisini konteyner image'inden ayrı tutmak için"
"97f023f7-6732-4456-b6cc-6aa43e6f28f0","256c254b-22ef-4233-a9aa-33b049aae8e2","tr","Şifreleri saklamak için (bu Secret'in işidir)"
"f792a5f7-c7be-4713-8758-4365f14a668e","2584d8c1-b929-4a50-92fe-076a8acae454","tr","Pod oluşturmak için"
"da1b01e8-95cc-4a8e-b3c2-61d922240811","85f93f3a-cb83-4028-9a0e-65d279056688","tr","Hiçbir amacı yoktur"
"5cb15d46-30f5-424d-8ff5-fcc23f15ad28","fe82c99c-09f6-4659-bc87-325f11d4882d","tr","Secret, hassas bilgiler (şifreler, token'lar) için tasarlanmıştır ve ek koruma uygulanabilir"
"698ba605-d6c8-4a13-a7d5-4e2544b421f5","f633e35d-ebaa-46ab-b1f8-2240682a4819","tr","Fark yoktur"
"949a6eee-9548-4815-a95a-4071ca7c1a2e","8145bd01-8733-4c71-b922-13c5a2314366","tr","ConfigMap hassas veri içindir"
"5cc7b29d-2c31-42e2-a062-fa0a1b57ab97","be5765e4-a475-4d86-b65d-34459ea59dce","tr","Hiçbir farkı yoktur"
"59a1efd3-337b-4730-a729-bf8ddd27c0ff","3b3de851-5416-46de-9f4a-55df875910d9","tr","Liveness konteynerin canlı olup olmadığını, readiness ise trafik almaya hazır olup olmadığını kontrol eder"
"82438256-745b-4ad0-ae73-4e643be34eec","c6e204dc-faef-4a3c-8b36-79ed3cd97a72","tr","Fark yoktur"
"8fda2ecb-96ca-4d4f-a442-46308f263571","70a4ba62-6e16-47d4-9276-d3e7fd0e9aa1","tr","Readiness konteyneri yeniden başlatır"
"e28a5097-965a-401e-92c6-41d89a7f3b5e","be657ab8-6957-4ff3-ad17-4221f688966a","tr","Liveness trafiği yönetir"
"ef28356e-4511-42d4-9c9f-e7111eefbfba","8534173a-24cd-4a29-a8d7-84b1f1bb3660","tr","Küme dışından gelen HTTP/HTTPS trafiğini Service'lere yönlendirmek için"
"030216ee-be47-43f9-8468-1795d0148224","b7d02e78-a0ba-4bdb-9cea-91d7d075d7e6","tr","Pod oluşturmak için"
"02a6d6c5-5a59-4c5c-8d7f-ff2c67570bb9","ae2cf837-559f-4360-8f8d-be69b7e8c3bf","tr","Hiçbir amacı yoktur"
"01eaf65b-0fc9-4a50-abc1-6dbd6b089648","b439a469-d6ef-4f23-bebb-e2479e346744","tr","Yalnızca iç trafik için"
"bc3530f0-6509-4aa0-8a7a-c7045af4c6f7","a3f311db-fda7-4cd5-9f11-dcee5c9250e9","tr","Kümenin tüm yapılandırma ve durum bilgisini saklayan dağıtık anahtar-değer deposu"
"d0188e59-3180-4068-921f-a22712106f46","d4e822ff-b62f-43a9-888c-6b64a9cc9ec0","tr","Konteyner runtime'ı"
"6ee87d29-861e-4b02-bf7f-6ac8158afbc3","6bfa98b8-8976-4e8d-b600-e57f3d89c880","tr","Yük dengeleyici"
"f1662e0d-a7ca-4c37-a411-00707cf0eb88","d5e8549b-ca71-44bb-8e4e-068f1283fb3c","tr","Hiçbir rolü yoktur"
"514058ce-977b-42a9-bfc4-fef2cccab978","0600dd19-1365-467b-b68b-a812524590d0","tr","Kubernetes kümesini yönetmek için komut satırı aracı"
"aa693f53-c367-4bcf-9546-3a3629dd7a71","cb941ab9-40ee-40de-bffb-653e5eaef7c3","tr","Konteyner runtime'ı"
"dc1fc1d8-310e-419a-9444-8eb98d2e9aad","dc5c7391-3ae1-49a3-b2ba-6fcda263dc7a","tr","Veritabanı"
"a80cc3bf-dc3c-405d-b556-ab068e2b0dbc","b6027a70-0377-46a4-8e3e-073c4f38603d","tr","Hiçbir anlamı yoktur"
"fed10d76-79c8-4b63-a04b-60282ede655e","33a69b77-a549-4f07-a030-0903be61aaa7","tr","Downtime'sız olarak, kademeli şekilde eski Pod'ları yenisiyle değiştirir"
"f7d57b89-be55-4ddb-a839-5e760f06d693","94777065-86bf-46ed-8d10-dad39e32e665","tr","Tüm Pod'ları aynı anda durdurur"
"b5429601-e5a8-480f-a581-bde46555673a","83619f66-6ece-4a6d-aea1-f04d352efc68","tr","Hiçbir stratejisi yoktur"
"24a9821e-9713-4f8f-b55d-adbcd55b2426","c5694eff-5050-40a1-b1e6-77126195d53a","tr","Yalnızca manuel güncellemeyi destekler"
"5ae71a30-4600-47fb-b1d9-cb95de65fbbd","5411608b-b01e-4cc7-9099-b5517392a7f4","tr","StatefulSet, kararlı ağ kimlikleri ve kalıcı depolama gerektiren uygulamalar (örn. veritabanı) için tasarlanmıştır"
"265561c8-3475-4f59-9fb2-dfab5639397d","2f518c8d-84d2-43e5-8fbe-1be91c9779cb","tr","Fark yoktur"
"b4e973a0-9912-45ac-984b-a048216cd31e","a23a9cb1-1510-4d76-b980-4a7d0cb4c9a9","tr","Deployment stateful uygulamalar içindir"
"5308fca7-141a-4065-8c99-9bd1dda828c0","a9d18f43-92b6-4b4f-a37e-232ca9b20e36","tr","Hiçbir farkı yoktur"
"e629b261-c3b6-4889-ae26-b2091b4116f5","90748838-0194-4b6a-ad9d-dce574386473","tr","Pod'ları çalıştıran fiziksel veya sanal makine"
"ea9dec17-baf9-478d-99b0-cedd7215e3fb","ae5a55e0-3630-48ed-9d06-218b87231fb3","tr","Konteyner image'i"
"61095b9d-72a5-4826-a19c-c525e1ae8922","d1a4d32e-29de-4ce5-ac77-894997e6a054","tr","Ağ protokolü"
"96130e76-d057-4be8-a29e-ad9102f94ca0","0a23f085-eb97-42e9-a2a4-299322111aaf","tr","Hiçbir anlamı yoktur"
"e293ad61-512a-4f82-8ab7-174a176d9ae9","9801dec6-b344-4a21-bbe8-524aef5b3c17","tr","Kubernetes uygulamalarını paketlemek ve yönetmek için paket yöneticisi"
"819cc73d-ae5e-46aa-a9ff-9397cc5e7b55","ae5fc6f4-eace-408e-9f22-850bb1c8e74a","tr","Konteyner runtime'ı"
"c82f1be5-b824-476f-91bd-242c129d261b","f540a021-d182-42a8-8aec-0b1c0b1310b6","tr","Veritabanı"
"237379c9-0797-4a3b-905f-78249e3601be","82ac4c08-81f7-41c6-b5c8-ef4ceb8c073a","tr","Hiçbir anlamı yoktur"
"59e97c88-b37d-4e90-aefb-0464b193e5cb","f04b9c46-32db-404b-9355-be1f0c6c52a2","tr","Konteynerlerin CPU/bellek kullanımını yöneterek kaynakların adil dağıtımını sağlamak için"
"8e880522-4311-4a4c-8892-f22addd7cf31","0444e6ae-a103-4132-9a94-c8c73f071c1c","tr","Hiçbir amacı yoktur"
"3f707347-bd81-47c1-8137-f117eaa06cef","0990993a-70f8-4e51-866a-c48eda4b311f","tr","Yalnızca test için"
"db0d98ff-86d8-4154-8675-0bc178141080","58c0e595-a917-4d55-8d74-0a70f763487b","tr","Pod'u silmek için"
"85ea4b8f-e170-4fcf-9dce-8f1da01fea09","1002cccf-2fb7-42f5-ae3d-57a6c11bb4ad","tr","Başarısız Pod'ların otomatik olarak tespit edilip yeniden başlatılması/değiştirilmesi"
"64d8fc4f-7749-4bf1-b886-c7a3b2222596","c899b15f-7d0e-4bc1-8e0a-93a861561f10","tr","Hiçbir anlamı yoktur"
"f1a9f059-f4a6-436c-a3e3-7ac8d4ea0ee7","84330c82-eee9-4307-9ff8-d2b98bc28480","tr","Yalnızca manuel müdahale gerektirir"
"4a849ce7-6544-4e4a-a0d7-ac26d5d9cb98","8f0c4c7a-c894-4cde-90a9-43fec5ea85c8","tr","Yalnızca test ortamında çalışır"
"4700d304-10ad-4a1e-bfdb-901852677a2a","7e01e051-0ae4-405d-a79b-dea6fa4e1e0f","tr","EKS (AWS), GKE (Google), AKS (Azure)"
"dbf4a7ec-fb48-4ce3-9935-d32b8666c921","9d0f5fe1-9854-4a63-9f47-1d99611bbb1d","tr","Yalnızca yerel kurulum"
"f7ab6011-6b6b-4dea-a268-bd28a36f2349","d3db4de3-15dc-47f7-a532-d2a37e034894","tr","Böyle bir hizmet yoktur"
"b1e0b969-eb19-4f13-8625-56f35a6177e2","89a17e32-d6f3-44ec-82f1-0d59e4c8c4d9","tr","Yalnızca Docker Swarm"
"fd37985c-d7ea-45aa-acfa-7c463ecfb046","7ab92a57-1535-414a-b065-23dd87ddbb12","tr","Sistemler/servisler arasında asenkron iletişim sağlamak için"
"99925457-f3e7-4112-bb13-1eb9cf2934db","5008382f-d313-4fe5-87f4-1013915ef6e9","tr","Yalnızca senkron iletişim için"
"33680d96-6e29-4110-b77f-8c36ce077dda","c02b3f19-f8df-4587-ab6d-2a93d6b087a9","tr","Hiçbir amacı yoktur"
"dc92fc69-50a2-4410-b99c-2893cfd55943","df11dca3-0086-4602-9b80-5101a98f3c33","tr","Yalnızca dosya saklamak için"
"f0b4df72-05d2-4f28-bb2a-47a6b6bf4b06","27cc6bd4-1c10-4fb7-a58f-fdc1ad859e68","tr","Producer mesajı gönderen, Consumer ise mesajı alıp işleyen taraftır"
"cc4f6b17-fab4-423f-87d8-5ba5a57508bf","e6db957a-5f88-484b-9872-02a3efc03ab3","tr","Fark yoktur"
"07156845-abc8-40e8-b0b0-4364c15d982b","e33eb4ad-a042-474b-b205-93fffc71df7a","tr","Consumer mesaj gönderir"
"6a6d5baf-c1b7-48f4-8fad-414d73df8a72","2429d8c5-ee6b-4a53-9988-6a8c690febd4","tr","Producer mesaj alır"
"8f6bcc79-c0a8-480b-905a-83df7d68de3f","0c0742c0-0ba3-46e0-bc20-c20dbcb10b26","tr","Yüksek verimli, dağıtık streaming platformu"
"063c5c9c-b1c7-4768-b9dc-7c2253ed3da9","d133909e-f4f0-45d5-9c4e-840d1fc95ff3","tr","Veritabanı"
"2eb4a36c-d732-42b5-9b79-f378e9b75cc4","9c140205-a184-47c2-a1bf-b961e140a7c9","tr","Programlama dili"
"a58a6f74-b7f4-480c-9baa-82b96832ad66","b473adbc-9094-4108-887e-da0a13e35af0","tr","Hiçbir anlamı yoktur"
"997b476e-5f9c-4caf-898d-6119f77b7cb9","f64f61ab-b30c-4d35-b4ba-c628d90da71d","tr","Mesajların kategorize edilip saklandığı adlandırılmış akış (kanal)"
"2f6807fe-6f4f-4478-979d-1efea0a425fc","7ecef338-6ea3-4d62-9e58-08844ea49fb4","tr","Sunucu"
"b558d510-1213-449b-9073-a6ecba5b6060","912e0c22-1769-47df-832d-d01d3a64aaba","tr","Veritabanı tablosu"
"de38e562-15fc-4ba0-953a-63e4eb2e20f1","3cfb478d-4108-4b74-8082-c26268acb93b","tr","Hiçbir anlamı yoktur"
"52a3e02b-8482-465f-9bf2-922601af2084","dc72815a-c266-430b-a172-8f1bd01bee83","tr","Topic'i paralel işleme ve ölçeklendirme için birden fazla parçaya bölmek için"
"912b2d39-8e39-47ff-b71c-8801c33c6b44","78f4c767-8748-45b5-8365-d113f1db9a14","tr","Mesajı silmek için"
"c048d03f-bd09-485e-97e4-b6deb7ffdc6d","5233d69f-aba9-422c-a010-59a6015ddfa7","tr","Hiçbir amacı yoktur"
"bf9a7c5f-faa3-4afc-b2b6-af6a904938af","66beeb57-013b-4048-8a4a-1d5a666f91c2","tr","Yalnızca yedekleme için"
"886b0404-054a-450b-b1cc-a16c8e7ba36f","d3d4246b-82f7-4851-9ed1-d568f3bd8bc2","tr","AMQP (Advanced Message Queuing Protocol)"
